id,data_provider,country,language,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
restart_11297,The Restart Project,GBR,English,Flat screen,Unknown,Unknown,????,Fixed,Repair Café Portsmouth,2018-12-15,Unable to use as dual screen following SW update - updated display link drivers and rebooted.
restart_11298,The Restart Project,GBR,English,Decorative or safety lights,Unknown,Unknown,????,Fixed,Repair Café Portsmouth,2018-12-15,"Not working - functions, but doesn't hold much charge, so they are faint."
restart_11300,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Forres Restarters,2018-10-06,"An Edison-screw bulb got stuck in its socket, and the glass portion had come away from the metal threaded casing when the user tried to remove it. Using long-nose pliers, the stuck piece of threaded casing was unscrewed. The brass contacts were given a bit of brushing clean, and the user was advised to avoid corrosive humidity and over-tightening bulbs to prevent a recurrence."
restart_11301,The Restart Project,GBR,English,Power tool,Tesco,Power Force Garden HM280H4 Hover Mower,????,Repairable,Forres Restarters,2018-10-06,"Plastic cover over motor came loose, it seemed that nuts & bolts to secure it were missing. We did not have any to fit at the time, so the lid was held on temporarily with wire twists, to be secured better later on."
restart_11302,The Restart Project,GBR,English,Misc,Unknown,Clothes iron,????,Fixed,Forres Restarters,2018-12-01,"User said the steam outlets were blocked with calcification. The iron was given a quick clean & test, and worked perfectly."
restart_11303,The Restart Project,GBR,English,Printer/scanner,HP,Envy 4522,????,Fixed,Forres Restarters,2018-12-01,"The scanner function had stopped working. Copy funtion on the printer itself was working via touchscreen, so the accompanying laptop running Windows 10 was investigated. The printer driver was re-installed and this solved the problem. Defenestration is the only final solution to such problems."
restart_11304,The Restart Project,GBR,English,Power tool,Festool,TS55,????,Fixed,Forres Restarters,2018-12-01,"Plunge saw. The circular saw worked sometimes, but cut out intermittently. We theorised this to be due to a slow buildup of damp & fine sawdust over several years of use, even though it was used with a bag, which could have been causing short circuits. We opened up the casing as far as we could, which was just all but a section immediately around the motor, then brushed, scraped & vacuumed out the visible old sawdust deposits. With the motor windings inaccessible, the user was advised to find an electrical "
restart_11305,The Restart Project,GBR,English,Small kitchen item,Breville,FP8 food processor,????,Repairable,Forres Restarters,2018-12-01,"Did not start when dial was turned. We took the device completely apart in order to access the control circuit board, in a long and gruelling process that involved releasing not only screws, but also c-clips and opposite-threaded nuts on the drive shaft, which free-wheeled if torque was put on it without gripping it by the belt gear. There was lots of grease. It was nasty. At the end, the fault was found to be a blown internal glass fuse, a cheap component but one that we did not have a replacement for to h"
restart_11306,The Restart Project,GBR,English,Misc,Unknown,Air compressor / car tyre pump,????,End of life,Forres Restarters,2018-12-01,"The compressor had stopped pumping and started making loud rattling noises. This was guessed to be a broken nylon gear, but on dis-assembly the fault was even more impressive - the gears were metal, but a cast-metal flange holding one of them in place as it drove a piston, had fractured all the way across and this arm snapped off. On closer inspection it appeared that there was a small ~1mm diameter bubble in the casting on the line of this fracture, which probably initiated it due to fatigue from the cycli"
restart_11307,The Restart Project,GBR,English,Vacuum,VAX,Air Reach,????,Fixed,Forres Restarters,2018-12-01,"The main inlet was not working, with the brush bar not spinning. Unaware of the solution - other restarter solved it."
restart_11308,The Restart Project,GBR,English,Laptop,Unknown,Unknown,????,Repairable,Forres Restarters,2018-12-01,"Overheating, possible faulty fan, ran out of time to fix."
restart_11309,The Restart Project,ITA,English,Misc,Unknown,Unknown,????,Fixed,Restarters Aosta,2018-11-10,Space heater with safety switch broken impossible to open at home because of triangular screws
restart_11310,The Restart Project,ITA,English,Toy,Unknown,Unknown,????,Fixed,Restarters Aosta,2018-11-10,Talking teddy bear not working
restart_11311,The Restart Project,ITA,English,Misc,Unknown,Unknown,????,Fixed,Restarters Aosta,2018-11-10,broken fan (manual)
restart_11312,The Restart Project,ITA,English,Misc,Tefal,SV5030,????,Repairable,Restarters Aosta,2018-11-10,not working - impossible to disassemble after a certain point
restart_11313,The Restart Project,ITA,English,Misc,Philips,Confort Plus 610,????,Repairable,Restarters Aosta,2018-11-10,iron not blowing enough steam - impossible to disassemble after a certain point
restart_11314,The Restart Project,ITA,English,Laptop,Unknown,Unknown,????,Repairable,Restarters Aosta,2018-11-10,broken power jack
restart_11315,The Restart Project,ITA,English,Misc,Olivetti,Lettera 32,????,Fixed,Restarters Aosta,2018-11-10,Tangled tension wire
restart_11316,The Restart Project,ITA,English,Laptop,Acer,Unknown,????,Repairable,Restarters Torino,2018-10-27,"Doesn't turn on, burned MOSFET on the motherboard. Probably not worth the repair, but still technically possible with spare part."
restart_11317,The Restart Project,ITA,English,Laptop,ASUS,Unknown,????,Repairable,Restarters Torino,2018-10-27,Wanted to install Linux in dual boot. Windows exploded for no reason even before starting the setup. Fixed Windows and ran out of time.
restart_11318,The Restart Project,ITA,English,Laptop,Acer,Unknown,????,Fixed,Restarters Torino,2018-10-27,Wanted to install Linux. Done.
restart_11319,The Restart Project,ITA,English,Laptop,Unknown,Unknown,????,Fixed,Restarters Torino,2018-10-27,Wanted to install Linux. Done.
restart_11320,The Restart Project,ITA,English,Laptop,ASUS,Unknown,????,Repairable,Restarters Torino,2018-10-27,"PCIe errors spamming systemd journal in Linux, apparently related to Intel SSD. Probably fixed in most recent SSD firmware revision, but not attempted the update due to time constraints."
restart_11321,The Restart Project,ITA,English,Laptop,ASUS,Unknown,????,Fixed,Restarters Torino,2018-10-27,"Wanted to install Linux. Done, after a long battle with wireless drivers."
restart_11322,The Restart Project,ITA,English,Laptop,HP,Unknown,????,Repairable,Restarters Torino,2018-10-27,No sound in Linux. Because manufacterer can't provide proper audio drivers. Just wait and hope that a future kernel release fixes it.
restart_11323,The Restart Project,SWE,English,Misc,zoom,H6,????,Fixed,Repair Café Malmö,2019-01-06,"Broken headphone jack on a portable recorder. Customer brought spare. Unfortunately, the PCB got damaged when soldering the connector, so only one channel working."
restart_11324,The Restart Project,SWE,English,Misc,Unknown,Christmas lights,????,Fixed,Repair Café Malmö,2019-01-06,"Visitor added on/off-switch. Did in fact use ""spare part"", a switch, but from a discarded lamp cable."
restart_11325,The Restart Project,SWE,English,Headphones,Unknown,Not sure about brand/model,????,Fixed,Repair Café Malmö,2019-01-06,Broken cable. Soldered new jack on it.
restart_11326,The Restart Project,ITA,English,PC Accessory,Unknown,Unknown,????,Fixed,Restarters Torino,2019-01-12,Notebook charger open.
restart_11327,The Restart Project,ITA,English,Power tool,Huawei,Unknown,????,Repairable,Restarters Torino,2019-01-12,"Smartphone's charger broken inside, probably new transformator needed."
restart_11328,The Restart Project,GBR,English,Vacuum,Bosch,Unknown,????,Repairable,Crystal Palace Library o,2019-01-13,Switch jammed. Not charging?
restart_11329,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,Wiring problem
restart_11330,The Restart Project,SWE,English,Laptop,Unknown,Unknown,????,Fixed,Repair Café Malmö,2019-01-13,Password problem
restart_11331,The Restart Project,SWE,English,Decorative or safety lights,Philips,HF3476,????,Fixed,Repair Café Malmö,2019-01-13,Light bulb needed to be changed
restart_11332,The Restart Project,SWE,English,PC Accessory,Unknown,kb-k89h-v1.2,????,End of life,Repair Café Malmö,2019-01-13,Power bank does not charge and cannot be charge
restart_11333,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,Alarm control panel. Freedland. Not working.
restart_11334,The Restart Project,SWE,English,Small kitchen item,Philips,HR 1560,????,Fixed,Repair Café Malmö,2019-01-13,"Philips Cocina mixer does not turn, palastics worn out but cleaning helped!"
restart_11335,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,End of life,Crystal Palace Library o,2019-01-13,boiler control panel
restart_11336,The Restart Project,GBR,English,Portable radio,Unknown,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,LED Screen not working
restart_11337,The Restart Project,GBR,English,Digital Compact Camera,Lumix,Nixon,????,Fixed,Crystal Palace Library o,2019-01-13,Lens stuck
restart_11338,The Restart Project,GBR,English,Small kitchen item,NutriBullet,Unknown,????,End of life,Crystal Palace Library o,2019-01-13,Not powering up. Impossible to open without taking a hammer to it! Reckoned it was an internal short circuit.
restart_11339,The Restart Project,SWE,English,Misc,Philips,AF729/50,????,Repairable,Repair Café Malmö,2019-01-13,Turntable. Needle gets stuck after song
restart_11340,The Restart Project,GBR,English,Headphones,Unknown,Unknown,????,Repairable,Crystal Palace Library o,2019-01-13,Don't work
restart_11341,The Restart Project,GBR,English,Laptop,Sony,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,can't access internet
restart_11342,The Restart Project,GBR,English,Laptop,Dell,Unknown,????,End of life,Crystal Palace Library o,2019-01-13,Not turning on
restart_11343,The Restart Project,GBR,English,Misc,Unknown,Aerogarden hydroponic,????,Repairable,Crystal Palace Library o,2019-01-13,Not powering on
restart_11344,The Restart Project,GBR,English,Tablet,Unknown,Huddle,????,Fixed,Crystal Palace Library o,2019-01-13,Charge point issues
restart_11345,The Restart Project,GBR,English,Misc,Unknown,electric toothbrush,????,Repairable,Crystal Palace Library o,2019-01-13,no charge
restart_11346,The Restart Project,GBR,English,Toy,Unknown,radio control car,????,Repairable,Crystal Palace Library o,2019-01-13,motor not working
restart_11347,The Restart Project,GBR,English,Mobile,Apple,iphone,2015,Repairable,Crystal Palace Library o,2019-01-13,broken screen
restart_11348,The Restart Project,GBR,English,Misc,Unknown,blood pressure monitor,????,Fixed,Crystal Palace Library o,2019-01-13,not starting up
restart_11349,The Restart Project,GBR,English,Small kitchen item,Unknown,whisk,????,Fixed,Crystal Palace Library o,2019-01-13,working but burning smell
restart_11350,The Restart Project,GBR,English,Small kitchen item,Philips,electric hand blender,????,Fixed,Crystal Palace Library o,2019-01-13,some ports not working
restart_11351,The Restart Project,GBR,English,Hi-Fi integrated,JVC,Unknown,????,End of life,Crystal Palace Library o,2019-01-13,opening buttons not working
restart_11352,The Restart Project,GBR,English,Hair & Beauty item,Unknown,beard trimmer,????,Fixed,Crystal Palace Library o,2019-01-13,loose connection
restart_11353,The Restart Project,GBR,English,Laptop,Lenovo,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,broken screen
restart_11354,The Restart Project,GBR,English,Paper shredder,Unknown,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,Won't shred forward
restart_11355,The Restart Project,GBR,English,Hair & Beauty item,Unknown,L'Oreal,????,Repairable,Crystal Palace Library o,2019-01-13,steam not working
restart_11356,The Restart Project,GBR,English,Toy,Unknown,Let's go fishing!,????,Fixed,Crystal Palace Library o,2019-01-13,water damage
restart_11357,The Restart Project,GBR,English,Misc,Unknown,Extension reel,????,Repairable,Crystal Palace Library o,2019-01-13,Not coming on
restart_11358,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,LCD not working
restart_11359,The Restart Project,GBR,English,Misc,Unknown,Microphone cable,????,Fixed,Crystal Palace Library o,2019-01-13,not working
restart_11360,The Restart Project,GBR,English,TV and gaming-related accessories,Unknown,Xbox one,????,Fixed,Crystal Palace Library o,2019-01-13,turns on but grating noise
restart_11361,The Restart Project,GBR,English,Laptop,Toshiba,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,screen issue
restart_11362,The Restart Project,GBR,English,Vacuum,Sanyo,Unknown,????,Repairable,Crystal Palace Library o,2019-01-13,not turning on power
restart_11363,The Restart Project,GBR,English,Toy,Unknown,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,maze navigational robot built by person himself. won't turn right!
restart_11364,The Restart Project,GBR,English,Mobile,HTC,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,microphone not working
restart_11365,The Restart Project,GBR,English,Small kitchen item,Cuisinart,Unknown,????,Repairable,Crystal Palace Library o,2019-01-13,blade not turning. Needs new blade.
restart_11366,The Restart Project,GBR,English,Tablet,Samsung,Unknown,????,Fixed,Crystal Palace Library o,2019-01-13,wouldn't power on
restart_11367,The Restart Project,GBR,English,Printer/scanner,HP,Unknown,????,Repairable,Crystal Palace Library o,2019-01-13,not printing
restart_11368,The Restart Project,SWE,English,PC Accessory,Apple,A1243,????,End of life,Repair Café Malmö,2019-01-13,"some keys (juio), stopped working after it was cleaned. Tried cleaning, checking software issues. Then tried disassembly. No clear fault. Contact spray applied and re-assembled but keyboard did not function"
restart_11370,The Restart Project,GBR,English,Digital Compact Camera,Fujitsu,finepix,????,End of life,Reading Repair Café,2019-01-20,zoom stuck
restart_11371,The Restart Project,GBR,English,Aircon/Dehumidifier,Unknown,Unknown,????,Fixed,Reading Repair Café,2019-01-20,soldered components
restart_11372,The Restart Project,GBR,English,Small kitchen item,Unknown,Unknown,????,Unknown,Reading Repair Café,2019-01-20,motor not engaged
restart_11373,The Restart Project,GBR,English,Portable radio,Bush,Unknown,????,Fixed,Reading Repair Café,2019-01-20,d/c connector replaced
restart_11374,The Restart Project,GBR,English,Small kitchen item,Unknown,bread maker,????,End of life,Reading Repair Café,2019-01-20,
restart_11375,The Restart Project,GBR,English,Mobile,Apple,5s,2013,End of life,Reading Repair Café,2019-01-20,won't turn on
restart_11376,The Restart Project,GBR,English,Decorative or safety lights,Unknown,Unknown,????,Fixed,Reading Repair Café,2019-01-20,re-soldering
restart_11378,The Restart Project,GBR,English,Laptop,Dell,Unknown,????,Repairable,Reading Repair Café,2019-01-20,missing screws
restart_11379,The Restart Project,GBR,English,TV and gaming-related accessories,Hinari,Unknown,????,Repairable,Reading Repair Café,2019-01-20,
restart_11381,The Restart Project,GBR,English,Aircon/Dehumidifier,Unknown,porlex,????,Fixed,Reading Repair Café,2019-01-20,"capacitors blown, replaced"
restart_11382,The Restart Project,GBR,English,Vacuum,Henry,Unknown,????,Fixed,Reading Repair Café,2019-01-20,power adaptor disconnected. Stuck motor brushes.
restart_11383,The Restart Project,GBR,English,Laptop,Toshiba,Unknown,????,Repairable,Reading Repair Café,2019-01-20,spare part
restart_11384,The Restart Project,GBR,English,Power tool,Mountfield,MC2000,????,Repairable,Chesterfield Repair Café,2019-01-12,Intermittent performance
restart_11385,The Restart Project,GBR,English,Decorative or safety lights,Unknown,Unknown,????,Fixed,Reading Repair Café,2019-01-20,new switches / bulb needed
restart_11386,The Restart Project,GBR,English,Decorative or safety lights,Unknown,Unknown,????,Fixed,Reading Repair Café,2019-01-20,new switches / bulb needed
restart_11387,The Restart Project,GBR,English,Vacuum,Unknown,Goblin 1000,????,Fixed,Chesterfield Repair Café,2019-01-12,Not sucking efficiently
restart_11388,The Restart Project,GBR,English,Portable radio,Panasonic,Unknown,????,Fixed,Chesterfield Repair Café,2019-01-12,CD stuck inside
restart_11389,The Restart Project,GBR,English,Vacuum,Hoover,Rush,????,Fixed,Chesterfield Repair Café,2019-01-12,no suction - seal modified
restart_11390,The Restart Project,GBR,English,Flat screen,Panasonic,Unknown,????,Repairable,Chesterfield Repair Café,2019-01-12,Intermittent performance
restart_11391,The Restart Project,GBR,English,Laptop,Unknown,Unknown,????,Fixed,Chesterfield Repair Café,2019-01-12,Won't start up
restart_11392,The Restart Project,GBR,English,Small kitchen item,Hoover,Steam generator,????,End of life,Chesterfield Repair Café,2019-01-12,Not working.
restart_11393,The Restart Project,GBR,English,Small kitchen item,Unknown,whittards teapot,????,Fixed,Reading Repair Café,2019-01-20,cracked teapot
restart_11394,The Restart Project,GBR,English,Power tool,Unknown,Unknown,????,Fixed,Chesterfield Repair Café,2019-01-12,Wiring needs checking
restart_11395,The Restart Project,GBR,English,Portable radio,Unknown,GEC 4970,????,Fixed,Chesterfield Repair Café,2019-01-12,Not working
restart_11396,The Restart Project,GBR,English,Lamp,Unknown,Touch lamp,????,Fixed,Chesterfield Repair Café,2019-01-12,not touch sensitive - system burnt out.
restart_11397,The Restart Project,GBR,English,Hi-Fi integrated,Sony,Music Centre,????,Repairable,Chesterfield Repair Café,2019-01-12,Cassette players won't turn - belts perished.
restart_11398,The Restart Project,GBR,English,Projector,Unknown,ASK,????,Fixed,Reading Repair Café,2019-01-20,"fan wasn't working, buttons cleaned"
restart_11399,The Restart Project,GBR,English,Handheld entertainment device,Sony,Walkman cassette,????,Fixed,Chesterfield Repair Café,2019-01-12,Cassette not working - working when arrived!
restart_11400,The Restart Project,GBR,English,Laptop,Dell,power AC unit,????,End of life,Chesterfield Repair Café,2019-01-12,Fuse burnt.  Not worth repairing as other problems may be there..
restart_11401,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Chesterfield Repair Café,2019-01-12,Wire switch tidied and reclamped.
restart_11402,The Restart Project,GBR,English,Small kitchen item,Morphy Richards,Hand held whisk,????,Repairable,Chesterfield Repair Café,2019-01-12,one whisk won't turn
restart_11403,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Chesterfield Repair Café,2019-01-12,Connection loose
restart_11404,The Restart Project,GBR,English,Lamp,Unknown,Touch sensitive,????,Fixed,Chesterfield Repair Café,2019-01-12,no longer touch sensitive - bypassed system
restart_11407,The Restart Project,GBR,English,Misc,Unknown,torch,????,Repairable,Reading Repair Café,2019-01-20,"battery ran down, not charging."
restart_11409,The Restart Project,GBR,English,Hi-Fi integrated,Sony,Unknown,????,Fixed,Reading Repair Café,2019-01-20,needed cleaning
restart_11410,The Restart Project,GBR,English,Small kitchen item,DeLonghi,Unknown,????,Fixed,Reading Repair Café,2019-01-20,wrong fuse
restart_11411,The Restart Project,GBR,English,Decorative or safety lights,Unknown,bicycle light,????,End of life,Reading Repair Café,2019-01-20,"wires broken, not repairable"
restart_11412,The Restart Project,GBR,English,Headphones,Sony,Unknown,????,Fixed,Reading Repair Café,2019-01-20,head strap needed gluing
restart_11413,The Restart Project,GBR,English,Laptop,Toshiba,satellite,????,Fixed,Reading Repair Café,2019-01-20,fan needed cleaning
restart_11414,The Restart Project,GBR,English,Laptop,Unknown,Unknown,????,Repairable,Reading Repair Café,2019-01-20,new keyboard needed
restart_11415,The Restart Project,GBR,English,Hi-Fi separates,Unknown,turntable,????,Fixed,Reading Repair Café,2019-01-20,spring tension needed tweaking
restart_11416,The Restart Project,GBR,English,Headphones,Marshall,Unknown,????,Fixed,Reading Repair Café,2019-01-20,rechargeable battery needed replacing
restart_11417,The Restart Project,GBR,English,Mobile,Unknown,Unknown,????,Repairable,Reading Repair Café,2019-01-20,needed new connector - professional help
restart_11419,The Restart Project,SWE,English,Headphones,Sennheiser,Unknown,????,Fixed,Repair Café Malmö,2019-01-20,Bad connector. Replaced with new.
restart_11420,The Restart Project,SWE,English,Laptop,Unknown,Unknown,????,Fixed,Repair Café Malmö,2019-01-20,Missing Windows drivers (after upgrade). Installed drivers.
restart_11421,The Restart Project,SWE,English,Toy,Unknown,Leap frog ABC dinosaur,????,Repairable,Repair Café Malmö,2019-01-20,Some buttons not working.
restart_11422,The Restart Project,SWE,English,Printer/scanner,Unknown,Unknown,????,Repairable,Repair Café Malmö,2019-01-20,"Error 5100, cartridge stuck?"
restart_11423,The Restart Project,SWE,English,Laptop,Unknown,Unknown,????,End of life,Repair Café Malmö,2019-01-20,"Power, computer does not power on. Problem not found, possibly motherboard."
restart_11424,The Restart Project,BEL,English,Flat screen,Samsung,Unknown,????,Repairable,Repair & Share,2018-10-22,
restart_11425,The Restart Project,BEL,English,Desktop computer,Ace,Unknown,????,Fixed,Repair & Share,2018-10-22,
restart_11426,The Restart Project,GBR,English,Hi-Fi integrated,Zennox,D7253 MT-68,????,Repairable,Repair Café Portsmouth,2019-01-19,Isssue with CD drawer opening and closing - misalligned drawer
restart_11427,The Restart Project,GBR,English,Aircon/Dehumidifier,Unknown,Unknown,????,Repairable,Repair Café Portsmouth,2019-01-19,Not working and issue not found.
restart_11428,The Restart Project,GBR,English,Musical instrument,Yamaha,Keyboard,????,Fixed,Repair Café Portsmouth,2019-01-19,"On off button wasn't working - fixed so it is always on, so needs to be switched off at plug"
restart_11429,The Restart Project,GBR,English,TV and gaming-related accessories,Unknown,Xbox,????,Repairable,Repair Café Portsmouth,2019-01-19,HDMI not showing picture - not enough time to access port and switch
restart_11430,The Restart Project,GBR,English,Misc,Unknown,Sound Bar,????,End of life,Repair Café Portsmouth,2019-01-19,Not switching on - unable to open as sealed and would break it to open it.
restart_11431,The Restart Project,GBR,English,Small kitchen item,Kenwood,Chef,????,Fixed,Repair Café Portsmouth,2019-01-19,Not working - new power cable fitted
restart_11432,The Restart Project,GBR,English,Misc,Unknown,Digital Read Out,????,Repairable,Repair Café Portsmouth,2019-01-19,Not reading correctly
restart_11433,The Restart Project,GBR,English,Misc,Unknown,Tire Inflator,????,Fixed,Repair Café Portsmouth,2019-01-19,Loose mains feed - soldered and fixed
restart_11434,The Restart Project,GBR,English,Tablet,Unknown,Unknown,????,Repairable,Repair Café Portsmouth,2019-01-19,Damanaged charging port - advised on gettinga  new cable
restart_11435,The Restart Project,GBR,English,Hi-Fi integrated,Unknown,2.6kg,????,End of life,Repair Café Portsmouth,2019-01-19,CD not working - unable to access without breaking case
restart_11436,The Restart Project,GBR,English,Hi-Fi integrated,Unknown,4kg,????,Fixed,Repair Café Portsmouth,2019-01-19,Broken switch - repaired
restart_11437,The Restart Project,GBR,English,Toy,Unknown,.36kg,????,Fixed,Repair Café Portsmouth,2019-01-19,Stopped working when wire snapped - soldered
restart_11438,The Restart Project,GBR,English,Lamp,Unknown,3kg,????,Fixed,Repair Café Portsmouth,2019-01-19,Doesn't work - sorted plug
restart_11439,The Restart Project,GBR,English,Hi-Fi separates,Unknown,Speaker (3kg),????,Repairable,Repair Café Portsmouth,2019-01-19,"Doesn't work - couldn't find issue, possibly power supply fault."
restart_11440,The Restart Project,GBR,English,Toaster,Unknown,1.75kg,????,Repairable,Repair Café Portsmouth,2019-01-19,"Circuit board not working, replacement needed."
restart_11441,The Restart Project,GBR,English,Misc,Unknown,Electric fire,????,Repairable,Repair Café Portsmouth,2019-01-19,"Not working, suspect problem with the main board."
restart_11442,The Restart Project,GBR,English,Kettle,Unknown,Unknown,????,End of life,Repair Café Portsmouth,2019-01-19,"Not boiling, checked switch and wiring, but no fault found."
restart_11443,The Restart Project,GBR,English,Flat screen,Panasonic,TV,????,Repairable,Repair Café Portsmouth,2019-01-19,"Doesn't turn on - possible power supply fault, provided help on how to go about fixing it."
restart_11444,The Restart Project,GBR,English,Power tool,Unknown,Drill (2kg),????,Fixed,Repair Café Portsmouth,2019-01-19,Wires frayed and disconnected - Rewired and given advice on getting new cable
restart_11445,The Restart Project,GBR,English,Toaster,Unknown,Unknown,????,End of life,Repair Café Portsmouth,2019-01-19,Not staying in down position - unable to id fault
restart_11446,The Restart Project,GBR,English,Vacuum,Hoover,Unknown,????,Fixed,Repair Café Portsmouth,2019-01-19,Not picking up - cleaned and fixed
restart_11447,The Restart Project,GBR,English,Fan,Unknown,4kg,????,End of life,Repair Café Portsmouth,2019-01-19,Turns itself off - unable to take apart to fix
restart_11448,The Restart Project,GBR,English,Aircon/Dehumidifier,Unknown,Currys C20FHW10,????,Fixed,Repair Café Portsmouth,2019-01-19,"Won't work - breaker cut out, nothing wrong."
restart_11449,The Restart Project,GBR,English,Misc,Unknown,Sewing machine,????,Fixed,Repair Café Portsmouth,2019-01-19,Wasn't working - needed a capacitor
restart_11450,The Restart Project,GBR,English,Hi-Fi integrated,Unknown,Sonos System,????,Repairable,Repair Café Portsmouth,2019-01-19,Not worked since power cut - directed to Sonos Repair Support Team
restart_11451,The Restart Project,GBR,English,Portable radio,Unknown,Blaupunkt DAB Radio BPP3,????,Repairable,Repair Café Portsmouth,2019-01-19,Broken wire - recommended purchase new power supply.
restart_11454,The Restart Project,SWE,English,Small kitchen item,TermosÃ¤kring,C3,????,Repairable,Repair Café Malmö,2019-01-27,
restart_11455,The Restart Project,SWE,English,Hi-Fi separates,Unknown,SP-168,????,Fixed,Repair Café Malmö,2019-01-27,short circuit in PUT
restart_11456,The Restart Project,SWE,English,Hi-Fi separates,Logitech,2.1,????,Fixed,Repair Café Malmö,2019-01-27,right speaker no sound. Cable shortened.
restart_11459,The Restart Project,CHE,English,Printer/scanner,Epson,Unknown,????,Fixed,Restarters Romandie,2019-01-25,
restart_11460,The Restart Project,BEL,English,Portable radio,Philips,Integrated potable radio DVD player,????,Fixed,Maakbaar Leuven,2019-01-26,Radio does not perform ==> antenne fixedTemporary fit of wire as 'alternative antenne'
restart_11461,The Restart Project,BEL,English,Printer/scanner,Canon,MG 4250,????,Fixed,Maakbaar Leuven,2019-01-26,paper pick-up : cleaned & degrease rollers
restart_11462,The Restart Project,BEL,English,Misc,Unknown,Dadai Ultrasonice cleaner,????,Fixed,Maakbaar Leuven,2019-01-26,US function doesn't work: wrong contacts refined
restart_11463,The Restart Project,BEL,English,Misc,Unknown,Evo Buggy,????,Fixed,Maakbaar Leuven,2019-01-26,Roller out of plastic rail
restart_11464,The Restart Project,BEL,English,Decorative or safety lights,IKEA,LED lamp,????,Fixed,Maakbaar Leuven,2019-01-26,Defective switchreplaced with overstock switch from repair cafe
restart_11465,The Restart Project,BEL,English,Misc,Singer,28042013 Sewing machine,????,Fixed,Maakbaar Leuven,2019-01-26,Footswitch connectors defective =>reconnected
restart_11467,The Restart Project,BEL,English,Hi-Fi separates,Unknown,Home made amplifier,????,Fixed,Maakbaar Leuven,2019-01-26,soldering contact broken: desoldered
restart_11468,The Restart Project,BEL,English,Power tool,DeWalt,DW 90 QS,????,Repairable,Maakbaar Leuven,2019-01-26,Wrong contacts and need for new carbon  brush contacts + air cleaning the rotor to prevent carbon particle to remain present on rotorAttention: do not test with grinding disc in place !
restart_11469,The Restart Project,BEL,English,Portable radio,Unknown,Medion E66395 (MD43562),????,Fixed,Maakbaar Leuven,2019-01-26,projection (of time) doesn't work: wrong contact cleaned
restart_11470,The Restart Project,BEL,English,Hi-Fi integrated,JVC,CAS50RBK,????,Fixed,Maakbaar Leuven,2019-01-26,No sound any more: wrong contact between box amplifier
restart_11471,The Restart Project,BEL,English,Decorative or safety lights,IKEA,Halogen lamp 20W 12V,????,Repairable,Maakbaar Leuven,2019-01-26,Lamp requires replacement ( the rest works fine)
restart_11472,The Restart Project,BEL,English,Hair & Beauty item,Philips,Beauty,????,Fixed,Maakbaar Leuven,2019-01-26,No power => new power plug connected
restart_11473,The Restart Project,BEL,English,TV and gaming-related accessories,Western Digital,DUX495 DVD player,????,End of life,Maakbaar Leuven,2019-01-26,Disc seems tio turn but no output signal
restart_11474,The Restart Project,BEL,English,Hi-Fi separates,Sony,CD player ACDS20,????,End of life,Maakbaar Leuven,2019-01-26,IC in alimentation is broken
restart_11475,The Restart Project,BEL,English,Hi-Fi separates,Unknown,JCPenney,????,Repairable,Maakbaar Leuven,2019-01-26,Distorted sound: further examination neededThis 8-track magnetic tape player form the the 70-ties requires some more examination.   Magnetic heads are cleaned and most contact seems OK.
restart_11476,The Restart Project,BEL,English,TV and gaming-related accessories,Unknown,Bleusky DVD player  DV900,????,End of life,Maakbaar Leuven,2019-01-26,motor broken (replaced with motor form other player but still not functioning. PCB error
restart_11477,The Restart Project,BEL,English,Small kitchen item,Kenwood,700w mixer,????,End of life,Maakbaar Leuven,2019-01-26,no contact
restart_11478,The Restart Project,BEL,English,Flat screen,Samsung,led smart TV,????,Repairable,Maakbaar Leuven,2019-01-26,"does not start up , no powerFuse defect and probably also other component defect. Replacement op full PCB required.  Decision of owner to have it repaired dor not."
restart_11479,The Restart Project,BEL,English,Portable radio,Unknown,Medion MD 82853,????,End of life,Maakbaar Leuven,2019-01-26,no power
restart_11480,The Restart Project,BEL,English,Power tool,Dremel,Dremel Profesional 398,????,End of life,Maakbaar Leuven,2019-01-26,error in electronicsbearings OK carbon brushes Ok
restart_11481,The Restart Project,BEL,English,TV and gaming-related accessories,Sony,play station PS2,????,End of life,Maakbaar Leuven,2019-01-26,Power supply is defectOwner wil get a second hand PS2 device so that he can use the sone for spar parts
